64065e6b3eab3,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
64065e6b3eab3,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
64065e6b3eab3,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
64065e6b3eab3,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64065e6b3eab3,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
640660c194b3b,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
640660c194b3b,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
640660c194b3b,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
640660c194b3b,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
640660c194b3b,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
640661b871a3c,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
640661b871a3c,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
640661b871a3c,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
640661b871a3c,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
640661b871a3c,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
640661b871a3c,"3,4,7,8,1,2,0,0,5,6,9,12,13,14,15,16,17,18,19,20"
640662288bd87,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
640662288bd87,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
640662288bd87,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
640662288bd87,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
64076de2176ea,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
64076de2176ea,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076df469e74,"1,2,3,4,5,6,7,8,9,0,0,12,13,14,15,16,17,18,19,20"
64076df469e74,"1,2,3,4,5,6,7,8,0,9,0,12,13,14,15,16,17,18,19,20"
64076de2176ea,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,7,8,1,2,0,0,5,6,9,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,7,8,1,2,9,0,5,6,0,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,7,8,1,2,0,9,5,6,0,12,13,14,15,16,17,18,19,20"
64076df469e74,"1,2,3,4,5,6,7,8,0,0,9,12,13,14,15,16,17,18,19,20"
64076df469e74,"0,0,3,4,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,0,0,1,2,7,8,5,6,9,12,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,1,2,0,0,5,6,9,12,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,1,2,0,12,5,6,9,0,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,1,2,12,0,5,6,9,0,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,1,2,0,12,5,6,9,0,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,1,2,0,12,5,6,0,9,13,14,15,16,17,18,19,20"
64076df469e74,"3,4,7,8,0,1,2,12,0,5,6,9,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,7,8,0,1,2,9,0,5,6,12,13,14,15,16,17,18,19,20"
64076de2176ea,"3,4,7,8,13,1,2,9,17,5,6,12,0,14,15,16,0,18,19,20"
64076de2176ea,"3,4,7,8,13,1,2,9,17,5,6,12,14,0,15,16,18,0,19,20"
64076de2176ea,"3,4,7,8,13,1,2,9,17,5,6,12,14,15,16,0,18,0,19,20"
64076de2176ea,"3,4,7,8,13,1,2,9,17,5,6,12,14,15,16,0,18,19,20,0"
64076de2176ea,"3,4,7,8,13,1,2,9,17,5,6,0,14,15,16,12,18,19,20,0"
64076df469e74,"3,4,7,8,13,1,2,12,17,5,6,9,0,14,15,16,0,18,19,20"
64076df469e74,"3,4,7,8,13,1,2,12,17,5,6,9,14,0,15,16,18,0,19,20"
64076df469e74,"3,4,7,8,13,1,2,12,17,5,6,9,14,15,16,0,18,0,19,20"
64076df469e74,"3,4,7,8,13,1,2,12,17,5,6,9,14,15,16,0,18,19,20,0"
